order_date,day_of_week,category,name,price,orders,revenue
2020-01-02T00:00:00.000Z,Thursday,Specialty,BBQ Chicken Pizza Small,13,54,715
2020-01-02T00:00:00.000Z,Thursday,Specialty,BBQ Chicken Pizza Large,20,60,1240
2020-01-02T00:00:00.000Z,Thursday,Vegetarian,Veggie Pizza Extra Large,23,37,874
2020-01-02T00:00:00.000Z,Thursday,Vegetarian,Veggie Pizza Small,12,15,180
2020-01-02T00:00:00.000Z,Thursday,Vegetarian,Veggie Pizza Large,19,55,1064
2020-01-02T00:00:00.000Z,Thursday,Vegetarian,Veggie Pizza Medium,16,44,704
2020-01-03T00:00:00.000Z,Friday,Classic,Pepperoni Pizza Large,20,122,2500
2020-01-03T00:00:00.000Z,Friday,Classic,Margherita Pizza Extra Large,21,106,2247
2020-01-03T00:00:00.000Z,Friday,Classic,Margherita Pizza Small,11,112,1254
2020-01-03T00:00:00.000Z,Friday,Classic,Meat Lover's Pizza Small,14,68,966
2020-01-03T00:00:00.000Z,Friday,Classic,Pepperoni Pizza Extra Large,24,52,1248
2020-01-03T00:00:00.000Z,Friday,Classic,Hawaiian Pizza Small,12,78,936
2020-01-03T00:00:00.000Z,Friday,Classic,Hawaiian Pizza Extra Large,24,109,2736
2020-01-03T00:00:00.000Z,Friday,Classic,Pepperoni Pizza Medium,17,129,2261
2020-01-03T00:00:00.000Z,Friday,Classic,Meat Lover's Pizza Large,22,79,1760
2020-01-03T00:00:00.000Z,Friday,Classic,Margherita Pizza Large,18,133,2466
2020-01-03T00:00:00.000Z,Friday,Classic,Meat Lover's Pizza Extra Large,26,113,3016
2020-01-03T00:00:00.000Z,Friday,Classic,Meat Lover's Pizza Medium,19,72,1387
2020-01-03T00:00:00.000Z,Friday,Classic,Pepperoni Pizza Small,13,67,871
2020-01-03T00:00:00.000Z,Friday,Classic,Margherita Pizza Medium,15,97,1455
2020-01-03T00:00:00.000Z,Friday,Classic,Hawaiian Pizza Medium,16,59,960
2020-01-03T00:00:00.000Z,Friday,Classic,Hawaiian Pizza Large,19,45,855
2020-01-03T00:00:00.000Z,Friday,Specialty,BBQ Chicken Pizza Extra Large,24,119,2904
2020-01-03T00:00:00.000Z,Friday,Specialty,Buffalo Chicken Pizza Small,13,105,1404
2020-01-03T00:00:00.000Z,Friday,Specialty,BBQ Chicken Pizza Small,13,102,1339
2020-01-03T00:00:00.000Z,Friday,Specialty,Buffalo Chicken Pizza Extra Large,24,31,744
2020-01-03T00:00:00.000Z,Friday,Specialty,Buffalo Chicken Pizza Medium,17,41,697
2020-01-03T00:00:00.000Z,Friday,Specialty,BBQ Chicken Pizza Medium,17,87,1496
2020-01-03T00:00:00.000Z,Friday,Specialty,Buffalo Chicken Pizza Large,20,73,1480
2020-01-03T00:00:00.000Z,Friday,Specialty,BBQ Chicken Pizza Large,20,109,2220
2020-01-03T00:00:00.000Z,Friday,Vegetarian,Veggie Pizza Large,19,4,76
2020-01-03T00:00:00.000Z,Friday,Vegetarian,Veggie Pizza Medium,16,18,288
2020-01-03T00:00:00.000Z,Friday,Vegetarian,Veggie Pizza Small,12,13,156
2020-01-04T00:00:00.000Z,Saturday,Classic,Hawaiian Pizza Medium,16,144,2320
2020-01-04T00:00:00.000Z,Saturday,Classic,Meat Lover's Pizza Small,14,160,2268
2020-01-04T00:00:00.000Z,Saturday,Classic,Pepperoni Pizza Medium,17,229,3944
2020-01-04T00:00:00.000Z,Saturday,Classic,Pepperoni Pizza Large,20,264,5400
2020-01-04T00:00:00.000Z,Saturday,Classic,Margherita Pizza Medium,15,247,3825
2020-01-04T00:00:00.000Z,Saturday,Classic,Pepperoni Pizza Small,13,176,2327
2020-01-04T00:00:00.000Z,Saturday,Classic,Margherita Pizza Large,18,284,5184
2020-01-04T00:00:00.000Z,Saturday,Classic,Hawaiian Pizza Extra Large,24,236,5832
2020-01-04T00:00:00.000Z,Saturday,Classic,Meat Lover's Pizza Medium,19,183,3534
2020-01-04T00:00:00.000Z,Saturday,Classic,Margherita Pizza Small,11,290,3267
2020-01-04T00:00:00.000Z,Saturday,Classic,Hawaiian Pizza Small,12,147,1764
2020-01-04T00:00:00.000Z,Saturday,Classic,Pepperoni Pizza Extra Large,24,126,3048
2020-01-04T00:00:00.000Z,Saturday,Classic,Hawaiian Pizza Large,19,124,2375
2020-01-04T00:00:00.000Z,Saturday,Classic,Meat Lover's Pizza Large,22,176,3894
2020-01-04T00:00:00.000Z,Saturday,Classic,Margherita Pizza Extra Large,21,170,3591
2020-01-04T00:00:00.000Z,Saturday,Classic,Meat Lover's Pizza Extra Large,26,166,4394
2020-01-04T00:00:00.000Z,Saturday,Specialty,BBQ Chicken Pizza Extra Large,24,116,2832
2020-01-04T00:00:00.000Z,Saturday,Specialty,Buffalo Chicken Pizza Medium,17,75,1275
2020-01-04T00:00:00.000Z,Saturday,Specialty,Buffalo Chicken Pizza Large,20,17,340
2020-01-04T00:00:00.000Z,Saturday,Specialty,Buffalo Chicken Pizza Small,13,155,2015
2020-01-04T00:00:00.000Z,Saturday,Specialty,BBQ Chicken Pizza Small,13,33,429
2020-01-04T00:00:00.000Z,Saturday,Specialty,BBQ Chicken Pizza Medium,17,137,2380
2020-01-04T00:00:00.000Z,Saturday,Specialty,BBQ Chicken Pizza Large,20,75,1500
2020-01-04T00:00:00.000Z,Saturday,Vegetarian,Veggie Pizza Large,19,10,190
2020-01-04T00:00:00.000Z,Saturday,Vegetarian,Veggie Pizza Extra Large,23,16,368
2020-01-05T00:00:00.000Z,Sunday,Classic,Pepperoni Pizza Large,20,210,4280
2020-01-05T00:00:00.000Z,Sunday,Classic,Margherita Pizza Large,18,225,4176
2020-01-05T00:00:00.000Z,Sunday,Classic,Meat Lover's Pizza Small,14,86,1218
2020-01-05T00:00:00.000Z,Sunday,Classic,Margherita Pizza Extra Large,21,87,1848
2020-01-05T00:00:00.000Z,Sunday,Classic,Meat Lover's Pizza Large,22,148,3322
2020-01-05T00:00:00.000Z,Sunday,Classic,Margherita Pizza Medium,15,259,4035
2020-01-05T00:00:00.000Z,Sunday,Classic,Hawaiian Pizza Medium,16,133,2176
2020-01-05T00:00:00.000Z,Sunday,Classic,Hawaiian Pizza Small,12,116,1404
2020-01-05T00:00:00.000Z,Sunday,Classic,Margherita Pizza Small,11,232,2629
2020-01-05T00:00:00.000Z,Sunday,Classic,Pepperoni Pizza Extra Large,24,95,2376
2020-01-05T00:00:00.000Z,Sunday,Classic,Meat Lover's Pizza Medium,19,139,2641
2020-01-05T00:00:00.000Z,Sunday,Classic,Hawaiian Pizza Extra Large,24,186,4536
2020-01-05T00:00:00.000Z,Sunday,Classic,Hawaiian Pizza Large,19,86,1634
2020-01-05T00:00:00.000Z,Sunday,Classic,Meat Lover's Pizza Extra Large,26,195,5148
2020-01-05T00:00:00.000Z,Sunday,Classic,Pepperoni Pizza Small,13,125,1625
2020-01-05T00:00:00.000Z,Sunday,Classic,Pepperoni Pizza Medium,17,147,2499
2020-01-05T00:00:00.000Z,Sunday,Specialty,Buffalo Chicken Pizza Large,20,59,1180
2020-01-05T00:00:00.000Z,Sunday,Specialty,BBQ Chicken Pizza Extra Large,24,141,3432
2020-01-05T00:00:00.000Z,Sunday,Specialty,BBQ Chicken Pizza Medium,17,98,1666
2020-01-05T00:00:00.000Z,Sunday,Specialty,BBQ Chicken Pizza Large,20,50,1000
2020-01-05T00:00:00.000Z,Sunday,Specialty,Buffalo Chicken Pizza Extra Large,24,32,768
2020-01-05T00:00:00.000Z,Sunday,Specialty,Buffalo Chicken Pizza Medium,17,66,1122
2020-01-05T00:00:00.000Z,Sunday,Specialty,Buffalo Chicken Pizza Small,13,220,2899
2020-01-05T00:00:00.000Z,Sunday,Vegetarian,Veggie Pizza Extra Large,23,30,690
2020-01-05T00:00:00.000Z,Sunday,Vegetarian,Veggie Pizza Large,19,47,893
2020-01-06T00:00:00.000Z,Monday,Classic,Meat Lover's Pizza Small,14,31,434
2020-01-06T00:00:00.000Z,Monday,Classic,Margherita Pizza Large,18,61,1116
2020-01-06T00:00:00.000Z,Monday,Classic,Pepperoni Pizza Small,13,72,962
2020-01-06T00:00:00.000Z,Monday,Classic,Margherita Pizza Medium,15,102,1590
2020-01-06T00:00:00.000Z,Monday,Classic,Pepperoni Pizza Large,20,95,1920
2020-01-06T00:00:00.000Z,Monday,Classic,Hawaiian Pizza Small,12,56,672
2020-01-06T00:00:00.000Z,Monday,Classic,Meat Lover's Pizza Medium,19,79,1520
2020-01-06T00:00:00.000Z,Monday,Classic,Margherita Pizza Small,11,79,891
2020-01-06T00:00:00.000Z,Monday,Classic,Hawaiian Pizza Extra Large,24,75,1824
2020-01-06T00:00:00.000Z,Monday,Classic,Hawaiian Pizza Medium,16,58,944
2020-01-06T00:00:00.000Z,Monday,Classic,Meat Lover's Pizza Extra Large,26,79,2106
2020-01-06T00:00:00.000Z,Monday,Classic,Pepperoni Pizza Medium,17,53,901
2020-01-06T00:00:00.000Z,Monday,Classic,Margherita Pizza Extra Large,21,61,1281
2020-01-06T00:00:00.000Z,Monday,Classic,Pepperoni Pizza Extra Large,24,46,1104
2020-01-06T00:00:00.000Z,Monday,Classic,Meat Lover's Pizza Large,22,63,1386
2020-01-06T00:00:00.000Z,Monday,Classic,Hawaiian Pizza Large,19,41,779
2020-01-06T00:00:00.000Z,Monday,Specialty,Buffalo Chicken Pizza Large,20,48,980
2020-01-06T00:00:00.000Z,Monday,Specialty,Buffalo Chicken Pizza Small,13,104,1365
2020-01-06T00:00:00.000Z,Monday,Specialty,Buffalo Chicken Pizza Extra Large,24,20,480
2020-01-06T00:00:00.000Z,Monday,Specialty,Buffalo Chicken Pizza Medium,17,54,935
2020-01-06T00:00:00.000Z,Monday,Specialty,BBQ Chicken Pizza Small,13,35,455
2020-01-06T00:00:00.000Z,Monday,Specialty,BBQ Chicken Pizza Medium,17,53,918
2020-01-06T00:00:00.000Z,Monday,Specialty,BBQ Chicken Pizza Extra Large,24,71,1752
2020-01-06T00:00:00.000Z,Monday,Specialty,BBQ Chicken Pizza Large,20,55,1120
2020-01-06T00:00:00.000Z,Monday,Vegetarian,Veggie Pizza Extra Large,23,22,506
2020-01-07T00:00:00.000Z,Tuesday,Classic,Margherita Pizza Extra Large,21,81,1701
2020-01-07T00:00:00.000Z,Tuesday,Classic,Meat Lover's Pizza Large,22,88,1980
2020-01-07T00:00:00.000Z,Tuesday,Classic,Margherita Pizza Large,18,48,882
2020-01-07T00:00:00.000Z,Tuesday,Classic,Meat Lover's Pizza Medium,19,82,1615
2020-01-07T00:00:00.000Z,Tuesday,Classic,Hawaiian Pizza Extra Large,24,58,1416
2020-01-07T00:00:00.000Z,Tuesday,Classic,Hawaiian Pizza Large,19,41,798
2020-01-07T00:00:00.000Z,Tuesday,Classic,Margherita Pizza Small,11,117,1287
2020-01-07T00:00:00.000Z,Tuesday,Classic,Meat Lover's Pizza Extra Large,26,65,1768
2020-01-07T00:00:00.000Z,Tuesday,Classic,Hawaiian Pizza Small,12,71,864
2020-01-07T00:00:00.000Z,Tuesday,Classic,Pepperoni Pizza Medium,17,61,1054
2020-01-07T00:00:00.000Z,Tuesday,Classic,Hawaiian Pizza Medium,16,52,848
2020-01-07T00:00:00.000Z,Tuesday,Classic,Meat Lover's Pizza Small,14,46,644
2020-01-07T00:00:00.000Z,Tuesday,Classic,Margherita Pizza Medium,15,114,1755
2020-01-07T00:00:00.000Z,Tuesday,Classic,Pepperoni Pizza Extra Large,24,48,1176
2020-01-07T00:00:00.000Z,Tuesday,Classic,Pepperoni Pizza Small,13,76,1001
2020-01-07T00:00:00.000Z,Tuesday,Classic,Pepperoni Pizza Large,20,96,1960
2020-01-07T00:00:00.000Z,Tuesday,Specialty,BBQ Chicken Pizza Medium,17,27,459
2020-01-07T00:00:00.000Z,Tuesday,Specialty,Buffalo Chicken Pizza Small,13,82,1066
2020-01-07T00:00:00.000Z,Tuesday,Specialty,Buffalo Chicken Pizza Medium,17,39,663
2020-01-07T00:00:00.000Z,Tuesday,Specialty,BBQ Chicken Pizza Large,20,41,820
2020-01-07T00:00:00.000Z,Tuesday,Specialty,Buffalo Chicken Pizza Extra Large,24,26,624
2020-01-07T00:00:00.000Z,Tuesday,Specialty,BBQ Chicken Pizza Small,13,40,520
2020-01-07T00:00:00.000Z,Tuesday,Specialty,Buffalo Chicken Pizza Large,20,28,560
2020-01-07T00:00:00.000Z,Tuesday,Specialty,BBQ Chicken Pizza Extra Large,24,54,1320
2020-01-07T00:00:00.000Z,Tuesday,Vegetarian,Veggie Pizza Extra Large,23,17,391
2020-01-07T00:00:00.000Z,Tuesday,Vegetarian,Veggie Pizza Small,12,5,60
2020-01-08T00:00:00.000Z,Wednesday,Classic,Hawaiian Pizza Large,19,39,760
2020-01-08T00:00:00.000Z,Wednesday,Classic,Pepperoni Pizza Medium,17,56,952
2020-01-08T00:00:00.000Z,Wednesday,Classic,Hawaiian Pizza Extra Large,24,59,1440
2020-01-08T00:00:00.000Z,Wednesday,Classic,Margherita Pizza Large,18,58,1044
2020-01-08T00:00:00.000Z,Wednesday,Classic,Margherita Pizza Medium,15,89,1365
2020-01-08T00:00:00.000Z,Wednesday,Classic,Hawaiian Pizza Medium,16,61,976
2020-01-08T00:00:00.000Z,Wednesday,Classic,Meat Lover's Pizza Medium,19,69,1311
2020-01-08T00:00:00.000Z,Wednesday,Classic,Meat Lover's Pizza Extra Large,26,66,1794
2020-01-08T00:00:00.000Z,Wednesday,Classic,Hawaiian Pizza Small,12,84,1032
2020-01-08T00:00:00.000Z,Wednesday,Classic,Pepperoni Pizza Small,13,88,1157
2020-01-08T00:00:00.000Z,Wednesday,Classic,Pepperoni Pizza Extra Large,24,40,984
2020-01-08T00:00:00.000Z,Wednesday,Classic,Margherita Pizza Small,11,114,1265
2020-01-08T00:00:00.000Z,Wednesday,Classic,Margherita Pizza Extra Large,21,74,1596
2020-01-08T00:00:00.000Z,Wednesday,Classic,Meat Lover's Pizza Large,22,74,1650
2020-01-08T00:00:00.000Z,Wednesday,Classic,Meat Lover's Pizza Small,14,46,644
2020-01-08T00:00:00.000Z,Wednesday,Classic,Pepperoni Pizza Large,20,84,1740
2020-01-08T00:00:00.000Z,Wednesday,Specialty,BBQ Chicken Pizza Large,20,51,1020
2020-01-08T00:00:00.000Z,Wednesday,Specialty,Buffalo Chicken Pizza Extra Large,24,27,648
2020-01-08T00:00:00.000Z,Wednesday,Specialty,BBQ Chicken Pizza Small,13,48,624
2020-01-08T00:00:00.000Z,Wednesday,Specialty,Buffalo Chicken Pizza Small,13,113,1482
2020-01-08T00:00:00.000Z,Wednesday,Specialty,Buffalo Chicken Pizza Large,20,42,840
2020-01-08T00:00:00.000Z,Wednesday,Specialty,Buffalo Chicken Pizza Medium,17,36,612
2020-01-08T00:00:00.000Z,Wednesday,Specialty,BBQ Chicken Pizza Extra Large,24,66,1584
2020-01-08T00:00:00.000Z,Wednesday,Specialty,BBQ Chicken Pizza Medium,17,26,442
2020-01-08T00:00:00.000Z,Wednesday,Vegetarian,Veggie Pizza Small,12,9,108
2020-01-08T00:00:00.000Z,Wednesday,Vegetarian,Veggie Pizza Extra Large,23,23,552
2020-01-09T00:00:00.000Z,Thursday,Classic,Margherita Pizza Medium,15,90,1380
2020-01-09T00:00:00.000Z,Thursday,Classic,Margherita Pizza Small,11,93,1034
2020-01-09T00:00:00.000Z,Thursday,Classic,Meat Lover's Pizza Small,14,41,574
2020-01-09T00:00:00.000Z,Thursday,Classic,Pepperoni Pizza Extra Large,24,35,840
2020-01-09T00:00:00.000Z,Thursday,Classic,Margherita Pizza Extra Large,21,90,1911
2020-01-09T00:00:00.000Z,Thursday,Classic,Margherita Pizza Large,18,59,1080
2020-01-09T00:00:00.000Z,Thursday,Classic,Hawaiian Pizza Large,19,54,1045
2020-01-09T00:00:00.000Z,Thursday,Classic,Meat Lover's Pizza Extra Large,26,42,1092
2020-01-09T00:00:00.000Z,Thursday,Classic,Hawaiian Pizza Extra Large,24,37,888
2020-01-09T00:00:00.000Z,Thursday,Classic,Hawaiian Pizza Medium,16,41,672
2020-01-09T00:00:00.000Z,Thursday,Classic,Pepperoni Pizza Large,20,96,1940
2020-01-09T00:00:00.000Z,Thursday,Classic,Meat Lover's Pizza Medium,19,89,1748
2020-01-09T00:00:00.000Z,Thursday,Classic,Pepperoni Pizza Small,13,50,663
2020-01-09T00:00:00.000Z,Thursday,Classic,Meat Lover's Pizza Large,22,78,1738
2020-01-09T00:00:00.000Z,Thursday,Classic,Pepperoni Pizza Medium,17,60,1037
2020-01-09T00:00:00.000Z,Thursday,Classic,Hawaiian Pizza Small,12,75,912
2020-01-09T00:00:00.000Z,Thursday,Specialty,Buffalo Chicken Pizza Large,20,53,1060
2020-01-09T00:00:00.000Z,Thursday,Specialty,Buffalo Chicken Pizza Extra Large,24,51,1224
2020-01-09T00:00:00.000Z,Thursday,Specialty,BBQ Chicken Pizza Large,20,37,740
2020-01-09T00:00:00.000Z,Thursday,Specialty,Buffalo Chicken Pizza Small,13,113,1495
2020-01-09T00:00:00.000Z,Thursday,Specialty,BBQ Chicken Pizza Medium,17,22,374
2020-01-09T00:00:00.000Z,Thursday,Specialty,BBQ Chicken Pizza Small,13,47,624
2020-01-09T00:00:00.000Z,Thursday,Specialty,Buffalo Chicken Pizza Medium,17,51,867
2020-01-09T00:00:00.000Z,Thursday,Specialty,BBQ Chicken Pizza Extra Large,24,93,2232
2020-01-09T00:00:00.000Z,Thursday,Vegetarian,Veggie Pizza Extra Large,23,29,667
2020-01-10T00:00:00.000Z,Friday,Classic,Meat Lover's Pizza Large,22,58,1276
2020-01-10T00:00:00.000Z,Friday,Classic,Hawaiian Pizza Small,12,93,1128
2020-01-10T00:00:00.000Z,Friday,Classic,Pepperoni Pizza Large,20,161,3280
2020-01-10T00:00:00.000Z,Friday,Classic,Margherita Pizza Extra Large,21,88,1890
2020-01-10T00:00:00.000Z,Friday,Classic,Hawaiian Pizza Extra Large,24,51,1224
2020-01-10T00:00:00.000Z,Friday,Classic,Meat Lover's Pizza Extra Large,26,75,1950
2020-01-10T00:00:00.000Z,Friday,Classic,Margherita Pizza Small,11,133,1474
2020-01-10T00:00:00.000Z,Friday,Classic,Hawaiian Pizza Medium,16,48,768
2020-01-10T00:00:00.000Z,Friday,Classic,Margherita Pizza Medium,15,136,2100
2020-01-10T00:00:00.000Z,Friday,Classic,Hawaiian Pizza Large,19,57,1102
2020-01-10T00:00:00.000Z,Friday,Classic,Pepperoni Pizza Medium,17,25,425
2020-01-10T00:00:00.000Z,Friday,Classic,Margherita Pizza Large,18,86,1548
2020-01-10T00:00:00.000Z,Friday,Classic,Pepperoni Pizza Extra Large,24,36,864
2020-01-10T00:00:00.000Z,Friday,Classic,Pepperoni Pizza Small,13,70,910
2020-01-10T00:00:00.000Z,Friday,Classic,Meat Lover's Pizza Medium,19,91,1748
2020-01-10T00:00:00.000Z,Friday,Classic,Meat Lover's Pizza Small,14,37,546
2020-01-10T00:00:00.000Z,Friday,Specialty,Buffalo Chicken Pizza Medium,17,64,1122
2020-01-10T00:00:00.000Z,Friday,Specialty,BBQ Chicken Pizza Large,20,112,2300
2020-01-10T00:00:00.000Z,Friday,Specialty,BBQ Chicken Pizza Medium,17,52,884
2020-01-10T00:00:00.000Z,Friday,Specialty,Buffalo Chicken Pizza Extra Large,24,82,1968
2020-01-10T00:00:00.000Z,Friday,Specialty,Buffalo Chicken Pizza Large,20,56,1120
2020-01-10T00:00:00.000Z,Friday,Specialty,BBQ Chicken Pizza Extra Large,24,149,3696
2020-01-10T00:00:00.000Z,Friday,Specialty,BBQ Chicken Pizza Small,13,94,1274
2020-01-10T00:00:00.000Z,Friday,Specialty,Buffalo Chicken Pizza Small,13,161,2145
2020-01-10T00:00:00.000Z,Friday,Vegetarian,Veggie Pizza Small,12,14,168
2020-01-10T00:00:00.000Z,Friday,Vegetarian,Veggie Pizza Extra Large,23,42,966
2020-01-10T00:00:00.000Z,Friday,Vegetarian,Veggie Pizza Medium,16,3,48
2020-01-10T00:00:00.000Z,Friday,Vegetarian,Veggie Pizza Large,19,4,76
2020-01-11T00:00:00.000Z,Saturday,Classic,Margherita Pizza Small,11,148,1661
2020-01-11T00:00:00.000Z,Saturday,Classic,Meat Lover's Pizza Large,22,105,2310
2020-01-11T00:00:00.000Z,Saturday,Classic,Meat Lover's Pizza Medium,19,139,2660
2020-01-11T00:00:00.000Z,Saturday,Classic,Hawaiian Pizza Large,19,103,1957
2020-01-11T00:00:00.000Z,Saturday,Classic,Meat Lover's Pizza Small,14,55,770
2020-01-11T00:00:00.000Z,Saturday,Classic,Pepperoni Pizza Extra Large,24,46,1104
2020-01-11T00:00:00.000Z,Saturday,Classic,Meat Lover's Pizza Extra Large,26,79,2080
2020-01-11T00:00:00.000Z,Saturday,Classic,Pepperoni Pizza Small,13,102,1326
2020-01-11T00:00:00.000Z,Saturday,Classic,Hawaiian Pizza Extra Large,24,84,2064
2020-01-11T00:00:00.000Z,Saturday,Classic,Pepperoni Pizza Medium,17,57,969
2020-01-11T00:00:00.000Z,Saturday,Classic,Margherita Pizza Large,18,103,1854
2020-01-11T00:00:00.000Z,Saturday,Classic,Hawaiian Pizza Medium,16,57,928
2020-01-11T00:00:00.000Z,Saturday,Classic,Margherita Pizza Extra Large,21,171,3612
2020-01-11T00:00:00.000Z,Saturday,Classic,Hawaiian Pizza Small,12,148,1800
2020-01-11T00:00:00.000Z,Saturday,Classic,Pepperoni Pizza Large,20,225,4520
2020-01-11T00:00:00.000Z,Saturday,Classic,Margherita Pizza Medium,15,242,3735
2020-01-11T00:00:00.000Z,Saturday,Specialty,BBQ Chicken Pizza Small,13,218,2886
2020-01-11T00:00:00.000Z,Saturday,Specialty,BBQ Chicken Pizza Extra Large,24,268,6576
2020-01-11T00:00:00.000Z,Saturday,Specialty,Buffalo Chicken Pizza Large,20,124,2500
2020-01-11T00:00:00.000Z,Saturday,Specialty,BBQ Chicken Pizza Large,20,156,3200
2020-01-11T00:00:00.000Z,Saturday,Specialty,Buffalo Chicken Pizza Small,13,324,4342
2020-01-11T00:00:00.000Z,Saturday,Specialty,Buffalo Chicken Pizza Extra Large,24,176,4344
2020-01-11T00:00:00.000Z,Saturday,Specialty,BBQ Chicken Pizza Medium,17,113,1938
2020-01-11T00:00:00.000Z,Saturday,Specialty,Buffalo Chicken Pizza Medium,17,130,2278
2020-01-11T00:00:00.000Z,Saturday,Vegetarian,Veggie Pizza Extra Large,23,96,2231
2020-01-11T00:00:00.000Z,Saturday,Vegetarian,Veggie Pizza Medium,16,43,688
2020-01-11T00:00:00.000Z,Saturday,Vegetarian,Veggie Pizza Small,12,96,1152
2020-01-11T00:00:00.000Z,Saturday,Vegetarian,Veggie Pizza Large,19,67,1292
2020-01-12T00:00:00.000Z,Sunday,Classic,Hawaiian Pizza Medium,16,50,800
2020-01-12T00:00:00.000Z,Sunday,Classic,Pepperoni Pizza Medium,17,18,306
